"patient_id","question_id","model","score_bleu","score_rouge_l","score_bert"
41,1,"deepseek-v3",0.59694916,0.8888889,0.98180497
41,2,"deepseek-v3",0.1587747,0.5365854,0.9293364
41,3,"deepseek-v3",0.22145163,0.74285716,0.9473603
41,4,"deepseek-v3",0.4710605,0.75555557,0.96606785
41,5,"deepseek-v3",1.0,1.0,1.0
41,6,"deepseek-v3",0.25229284,0.8,0.9638745
41,7,"deepseek-v3",0.70710677,1.0,0.9907798
41,8,"deepseek-v3",0.0,0.7692308,0.9586556
41,9,"deepseek-v3",0.18703805,0.7067669,0.9412814
42,0,"deepseek-v3",0.43728974,0.7878788,0.96359473
42,1,"deepseek-v3",0.22416933,0.47619048,0.9259028
42,2,"deepseek-v3",0.23680103,0.61538464,0.93403995
42,3,"deepseek-v3",0.30275846,0.6870229,0.9556672
42,4,"deepseek-v3",0.36227557,0.58064514,0.9326114
42,5,"deepseek-v3",1.0,1.0,1.0
42,6,"deepseek-v3",0.14165923,0.6216216,0.9412873
42,7,"deepseek-v3",0.0,0.6,0.9076692
42,8,"deepseek-v3",0.0,0.7692308,0.9586556
42,9,"deepseek-v3",0.24975407,0.6853147,0.92904073
43,0,"deepseek-v3",0.821136,0.9259259,0.9904696
43,1,"deepseek-v3",0.43748114,0.84615386,0.96760213
43,2,"deepseek-v3",0.0,0.3125,0.86340415
43,3,"deepseek-v3",0.0,0.4,0.9301795
43,4,"deepseek-v3",0.5811117,0.9268293,0.9790289
43,5,"deepseek-v3",0.8423627,1.0,0.9926212
43,6,"deepseek-v3",0.0,0.49122807,0.88703895
43,7,"deepseek-v3",0.59460354,1.0,0.9873173
43,8,"deepseek-v3",0.0,0.6666667,0.9500606
43,9,"deepseek-v3",0.0,0.1641791,0.84932524
44,0,"deepseek-v3",0.62337977,0.8764045,0.97080004
44,1,"deepseek-v3",0.0,0.3478261,0.8952899
44,2,"deepseek-v3",0.18007848,0.52380955,0.9278836
44,3,"deepseek-v3",0.31672382,0.6857143,0.952231
44,4,"deepseek-v3",0.4529853,0.54545456,0.9474841
44,5,"deepseek-v3",0.8423627,1.0,0.99366903
44,6,"deepseek-v3",0.38923654,0.7012987,0.9562638
44,7,"deepseek-v3",0.28256774,0.85714287,0.9621576
44,8,"deepseek-v3",0.0,0.6666667,0.9528417
44,9,"deepseek-v3",0.32848495,0.7132867,0.94135654
45,0,"deepseek-v3",0.57693034,0.8125,0.9721345
45,1,"deepseek-v3",1.0,1.0,0.9999998
45,2,"deepseek-v3",0.1449773,0.52380955,0.9285569
45,3,"deepseek-v3",0.17828517,0.55737704,0.9285375
45,4,"deepseek-v3",0.87251294,0.95454544,0.9881208
45,5,"deepseek-v3",0.20786722,0.44444445,0.9111394
45,6,"deepseek-v3",0.34004265,0.6666667,0.95710754
45,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
45,8,"deepseek-v3",0.0,0.7692308,0.9586556
45,9,"deepseek-v3",0.18782263,0.5614035,0.9109104
46,0,"deepseek-v3",1.0,1.0,1.0000001
46,1,"deepseek-v3",0.8153551,0.9375,0.9956157
46,2,"deepseek-v3",1.0,1.0,1.0
46,3,"deepseek-v3",0.0,0.4,0.9301795
46,4,"deepseek-v3",0.22738612,0.68421054,0.94920903
46,5,"deepseek-v3",0.8555262,1.0,0.9931808
46,6,"deepseek-v3",0.14372803,0.40816328,0.9101952
46,7,"deepseek-v3",0.66063285,1.0,0.9896623
46,8,"deepseek-v3",0.0,0.5555556,0.9144157
46,9,"deepseek-v3",0.4203838,0.8031496,0.9658571
47,0,"deepseek-v3",0.59029406,0.8764045,0.9691218
47,1,"deepseek-v3",0.59869087,0.9,0.97943056
47,2,"deepseek-v3",0.15610886,0.54545456,0.92873955
47,3,"deepseek-v3",0.2544816,0.7,0.9440557
47,4,"deepseek-v3",0.6750915,0.8181818,0.9766888
47,5,"deepseek-v3",0.8423627,1.0,0.99366903
47,6,"deepseek-v3",0.46219802,0.84090906,0.9747401
47,7,"deepseek-v3",0.34786353,0.9230769,0.97916967
47,8,"deepseek-v3",0.0,0.6666667,0.9528417
47,9,"deepseek-v3",0.17934343,0.6363636,0.9211798
48,0,"deepseek-v3",0.17141655,0.4262295,0.9215394
48,1,"deepseek-v3",0.23124462,0.5925926,0.93939847
48,2,"deepseek-v3",0.18957952,0.55813956,0.9317956
48,3,"deepseek-v3",0.23382589,0.7758621,0.95040345
48,4,"deepseek-v3",0.7847575,0.9259259,0.99107647
48,5,"deepseek-v3",0.8423627,1.0,0.9931464
48,6,"deepseek-v3",0.29263946,0.6666667,0.9436317
48,7,"deepseek-v3",0.312394,0.9,0.9515582
48,8,"deepseek-v3",0.0,0.18518518,0.87644225
48,9,"deepseek-v3",0.0,0.19417475,0.85483813
49,0,"deepseek-v3",0.56011164,0.75,0.9614104
49,1,"deepseek-v3",0.72925717,0.8695652,0.9703522
49,2,"deepseek-v3",0.17388521,0.55,0.93333995
49,3,"deepseek-v3",0.8124137,0.96629214,0.9884132
49,4,"deepseek-v3",0.312767,0.51428574,0.9284052
49,5,"deepseek-v3",0.8423627,1.0,0.99366903
49,6,"deepseek-v3",0.0,0.14925373,0.845936
49,7,"deepseek-v3",0.0,0.47619048,0.9380946
49,8,"deepseek-v3",0.0,0.5555556,0.9133731
49,9,"deepseek-v3",0.21586074,0.5849057,0.92625624
50,0,"deepseek-v3",0.7066917,0.9230769,0.98175716
50,1,"deepseek-v3",1.0,1.0,0.99999994
50,2,"deepseek-v3",0.14306909,0.54545456,0.8980919
50,3,"deepseek-v3",0.0,0.4,0.9322601
50,4,"deepseek-v3",0.0,0.36363637,0.91190857
50,5,"deepseek-v3",0.8265168,0.9166667,0.9760463
50,6,"deepseek-v3",0.20679845,0.5555556,0.92658585
50,7,"deepseek-v3",0.66063285,1.0,0.99008656
50,8,"deepseek-v3",0.0,0.6666667,0.95133424
50,9,"deepseek-v3",0.2574898,0.6666667,0.93627185
51,0,"deepseek-v3",0.4490518,0.7761194,0.9669973
51,1,"deepseek-v3",1.0,1.0,0.9999998
51,2,"deepseek-v3",0.15610886,0.54545456,0.92891496
51,3,"deepseek-v3",0.23364416,0.75757575,0.92123044
51,4,"deepseek-v3",1.0,1.0,0.9999998
51,5,"deepseek-v3",0.8423627,1.0,0.9931791
51,6,"deepseek-v3",0.19715704,0.74418604,0.95325994
51,7,"deepseek-v3",0.27901593,0.85714287,0.9675128
51,8,"deepseek-v3",0.0,0.6666667,0.9528417
51,9,"deepseek-v3",0.14745727,0.5972222,0.9091655
52,0,"deepseek-v3",0.16531473,0.32911393,0.9021823
52,1,"deepseek-v3",0.5877284,0.9,0.9801069
52,2,"deepseek-v3",0.20855725,0.57894737,0.93042815
52,3,"deepseek-v3",0.40299332,0.75,0.95640033
52,4,"deepseek-v3",0.8293606,0.9166667,0.9807371
52,5,"deepseek-v3",0.0,0.53846157,0.9093029
52,6,"deepseek-v3",0.22659734,0.61538464,0.9406933
52,7,"deepseek-v3",0.70710677,1.0,0.9907798
52,8,"deepseek-v3",0.0,0.6666667,0.9528417
52,9,"deepseek-v3",0.25244477,0.6756757,0.9436351
53,0,"deepseek-v3",1.0,1.0,1.0
53,1,"deepseek-v3",0.5873949,1.0,0.990374
53,2,"deepseek-v3",0.1604756,0.53333336,0.92890376
53,3,"deepseek-v3",0.22045645,0.4347826,0.91891795
53,4,"deepseek-v3",0.5454838,0.75,0.96191865
53,5,"deepseek-v3",0.5021599,0.74418604,0.96332335
53,6,"deepseek-v3",0.36924106,0.7764706,0.96779776
53,7,"deepseek-v3",0.40880644,0.95652175,0.972503
53,8,"deepseek-v3",1.0,1.0,0.9999999
53,9,"deepseek-v3",0.06927958,0.49612403,0.89262843
54,0,"deepseek-v3",0.16660737,0.3939394,0.9065149
54,1,"deepseek-v3",1.0,1.0,0.99999994
54,2,"deepseek-v3",0.0,0.18421052,0.8468007
54,3,"deepseek-v3",0.3528018,0.77862597,0.9557405
54,4,"deepseek-v3",0.6164266,0.7826087,0.9730417
54,5,"deepseek-v3",0.32885805,0.6060606,0.944179
54,6,"deepseek-v3",0.43048716,0.71428573,0.9582798
54,7,"deepseek-v3",0.40880644,0.95652175,0.972503
54,8,"deepseek-v3",0.0,0.6666667,0.9528417
54,9,"deepseek-v3",0.19066185,0.64705884,0.9278235
55,0,"deepseek-v3",0.7506598,0.9247312,0.98057055
55,1,"deepseek-v3",1.0,1.0,1.0
55,2,"deepseek-v3",0.13621312,0.36842105,0.858371
55,3,"deepseek-v3",0.27920118,0.8503937,0.92100614
55,4,"deepseek-v3",0.18858509,0.45714286,0.91253203
55,5,"deepseek-v3",0.8423627,1.0,0.9931791
55,6,"deepseek-v3",0.14659904,0.7012987,0.9473432
55,7,"deepseek-v3",0.59460354,1.0,0.9879457
55,8,"deepseek-v3",0.0,0.6666667,0.9528417
55,9,"deepseek-v3",0.30064625,0.7916667,0.9341841
56,0,"deepseek-v3",0.5863167,0.85365856,0.97622544
56,1,"deepseek-v3",0.0,0.3478261,0.8927336
56,2,"deepseek-v3",0.25131977,0.57894737,0.92938817
56,3,"deepseek-v3",0.32956696,0.7241379,0.9410314
56,4,"deepseek-v3",0.6848076,0.90909094,0.9855294
56,5,"deepseek-v3",1.0,1.0,1.0
56,6,"deepseek-v3",0.5361823,0.80487806,0.97190243
56,7,"deepseek-v3",0.28256774,0.85714287,0.9621576
56,8,"deepseek-v3",0.0,0.6666667,0.9528417
56,9,"deepseek-v3",0.0,0.1904762,0.83525443
57,0,"deepseek-v3",0.70285004,0.9056604,0.9911748
57,1,"deepseek-v3",1.0,1.0,0.9999999
57,2,"deepseek-v3",0.1449773,0.52380955,0.9292544
57,3,"deepseek-v3",0.2643727,0.71428573,0.952004
57,4,"deepseek-v3",0.3159148,0.51428574,0.92461556
57,5,"deepseek-v3",1.0,1.0,1.0
57,6,"deepseek-v3",0.17823407,0.5405405,0.93156797
57,7,"deepseek-v3",0.59460354,1.0,0.9879457
57,8,"deepseek-v3",0.0,0.6666667,0.9528417
57,9,"deepseek-v3",0.11523291,0.5611511,0.9012969
59,0,"deepseek-v3",0.62092656,0.8974359,0.9789704
59,1,"deepseek-v3",1.0,1.0,0.9999998
59,2,"deepseek-v3",0.18957952,0.55813956,0.9293106
59,3,"deepseek-v3",0.20482041,0.6666667,0.9369572
59,4,"deepseek-v3",0.71789706,0.88,0.9799727
59,5,"deepseek-v3",0.8265168,1.0,0.9925594
59,6,"deepseek-v3",0.15804657,0.7532467,0.9559044
59,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
59,8,"deepseek-v3",0.0,0.6666667,0.9528417
59,9,"deepseek-v3",0.30804187,0.7067669,0.931059
60,0,"deepseek-v3",0.15067048,0.3880597,0.9179281
60,1,"deepseek-v3",0.791262,0.9444444,0.9871573
60,2,"deepseek-v3",0.15243314,0.5,0.926479
60,3,"deepseek-v3",0.25070232,0.7304348,0.9496386
60,4,"deepseek-v3",0.5900032,0.75,0.9651911
60,5,"deepseek-v3",0.0,0.53846157,0.9093029
60,6,"deepseek-v3",0.38189566,0.79012346,0.95925075
60,7,"deepseek-v3",0.40880644,0.95652175,0.972503
60,8,"deepseek-v3",0.0,0.6666667,0.9528417
60,9,"deepseek-v3",0.18358104,0.625,0.9104947
61,0,"deepseek-v3",0.39567384,0.7076923,0.95682985
61,1,"deepseek-v3",1.0,1.0,1.0
61,2,"deepseek-v3",0.25131977,0.57894737,0.9311691
61,3,"deepseek-v3",0.25703532,0.68421054,0.9416748
61,4,"deepseek-v3",0.6750915,0.8372093,0.9731208
61,5,"deepseek-v3",0.8423627,1.0,0.9931791
61,6,"deepseek-v3",0.14849102,0.6388889,0.94306517
61,7,"deepseek-v3",0.59460354,1.0,0.9879457
61,8,"deepseek-v3",0.0,0.7692308,0.9586556
61,9,"deepseek-v3",0.25660965,0.75,0.950452
62,0,"deepseek-v3",1.0,1.0,1.0
62,1,"deepseek-v3",1.0,1.0,1.0
62,2,"deepseek-v3",0.25131977,0.57894737,0.92938817
62,3,"deepseek-v3",0.23957205,0.7258065,0.9503788
62,4,"deepseek-v3",0.2162601,0.516129,0.92022693
62,5,"deepseek-v3",1.0,1.0,1.0000001
62,6,"deepseek-v3",0.0,0.15384616,0.8638579
62,7,"deepseek-v3",0.0,0.6666667,0.9528802
62,8,"deepseek-v3",0.0,0.7692308,0.9586556
62,9,"deepseek-v3",0.20621426,0.6259542,0.9188
63,0,"deepseek-v3",0.16330658,0.3880597,0.90537995
63,1,"deepseek-v3",1.0,1.0,0.9999999
63,2,"deepseek-v3",0.0,0.2,0.8324012
63,3,"deepseek-v3",0.40176404,0.73170733,0.96277153
63,4,"deepseek-v3",0.0,0.15384616,0.8712553
63,5,"deepseek-v3",0.8265168,1.0,0.9925594
63,6,"deepseek-v3",0.12354633,0.5714286,0.93410283
63,7,"deepseek-v3",0.59460354,1.0,0.9879457
63,8,"deepseek-v3",0.0,0.6666667,0.9528417
63,9,"deepseek-v3",0.11852768,0.5733333,0.90596396
64,0,"deepseek-v3",0.2291517,0.52,0.9410251
64,1,"deepseek-v3",1.0,1.0,1.0
64,2,"deepseek-v3",1.0,1.0,0.9999999
64,3,"deepseek-v3",0.0,0.4,0.9301795
64,4,"deepseek-v3",0.38789648,0.74285716,0.96170187
64,5,"deepseek-v3",0.8423627,1.0,0.99346596
64,6,"deepseek-v3",0.16249657,0.4347826,0.9074026
64,7,"deepseek-v3",0.59460354,1.0,0.98778814
64,8,"deepseek-v3",0.0,0.6666667,0.9499028
64,9,"deepseek-v3",0.24087222,0.6615385,0.9351751
65,0,"deepseek-v3",0.5396632,0.875,0.9753631
65,1,"deepseek-v3",0.70168793,0.90909094,0.9937474
65,2,"deepseek-v3",0.22840552,0.5945946,0.93361455
65,3,"deepseek-v3",0.43269208,0.80898875,0.9586004
65,4,"deepseek-v3",0.6848076,0.88372093,0.9799232
65,5,"deepseek-v3",0.4816198,0.72727275,0.9609662
65,6,"deepseek-v3",0.32159248,0.68292683,0.9445213
65,7,"deepseek-v3",0.59460354,1.0,0.9879457
65,8,"deepseek-v3",0.0,0.6666667,0.9528417
65,9,"deepseek-v3",0.36738086,0.768,0.9409695
66,0,"deepseek-v3",0.36322743,0.75609756,0.96236956
66,1,"deepseek-v3",1.0,1.0,0.9999999
66,2,"deepseek-v3",0.18957952,0.55813956,0.9306531
66,3,"deepseek-v3",0.3185902,0.7118644,0.94907004
66,4,"deepseek-v3",0.71789706,0.8627451,0.9815857
66,5,"deepseek-v3",0.8423627,1.0,0.9931791
66,6,"deepseek-v3",0.31969783,0.78571427,0.962567
66,7,"deepseek-v3",0.40880644,0.95652175,0.972503
66,8,"deepseek-v3",0.0,0.6666667,0.9528417
66,9,"deepseek-v3",0.13889202,0.5511811,0.90684485
67,0,"deepseek-v3",1.0,1.0,1.0
67,1,"deepseek-v3",0.3636227,0.5833333,0.9508019
67,2,"deepseek-v3",0.26130447,0.5,0.922607
67,3,"deepseek-v3",0.3281591,0.69902915,0.94610834
67,4,"deepseek-v3",0.42047387,0.6938776,0.9563279
67,5,"deepseek-v3",0.8423627,1.0,0.99295104
67,6,"deepseek-v3",0.12977153,0.5277778,0.9246186
67,7,"deepseek-v3",0.59460354,1.0,0.987916
67,8,"deepseek-v3",0.0,0.6666667,0.9500614
67,9,"deepseek-v3",0.1642895,0.6909091,0.93953514
68,0,"deepseek-v3",0.7017437,0.85294116,0.9810507
68,1,"deepseek-v3",1.0,1.0,0.9999999
68,2,"deepseek-v3",0.1656802,0.5116279,0.9244658
68,3,"deepseek-v3",0.58560055,0.8468468,0.97170955
68,4,"deepseek-v3",0.6750915,0.8372093,0.97801787
68,5,"deepseek-v3",0.8555262,1.0,0.9933529
68,6,"deepseek-v3",0.37739718,0.85393256,0.97454464
68,7,"deepseek-v3",0.70710677,1.0,0.9902636
68,8,"deepseek-v3",0.0,0.6666667,0.9500606
68,9,"deepseek-v3",0.3072688,0.75555557,0.94695795
69,0,"deepseek-v3",0.12360545,0.34920636,0.9185069
69,1,"deepseek-v3",0.0,0.17391305,0.8827189
69,2,"deepseek-v3",0.13267739,0.3043478,0.86406803
69,3,"deepseek-v3",0.32644323,0.6818182,0.9403643
69,4,"deepseek-v3",0.84666574,0.96153843,0.98866284
69,5,"deepseek-v3",0.8423627,1.0,0.9931791
69,6,"deepseek-v3",0.22659734,0.61538464,0.9406933
69,7,"deepseek-v3",0.59460354,1.0,0.9879457
69,8,"deepseek-v3",0.0,0.6666667,0.9528417
69,9,"deepseek-v3",0.26714993,0.67132866,0.9456422
70,0,"deepseek-v3",0.70845693,0.8958333,0.9804747
70,1,"deepseek-v3",0.7825423,0.9285714,0.98403406
70,2,"deepseek-v3",1.0,1.0,1.0
70,3,"deepseek-v3",0.29331815,0.73846155,0.95658755
70,4,"deepseek-v3",0.32594818,0.57894737,0.9412606
70,5,"deepseek-v3",0.8423627,1.0,0.9922922
70,6,"deepseek-v3",0.0,0.21052632,0.8841738
70,7,"deepseek-v3",0.4556162,0.95652175,0.97773063
70,8,"deepseek-v3",0.0,0.6666667,0.95133424
70,9,"deepseek-v3",0.0824295,0.24,0.87647706
71,0,"deepseek-v3",0.6773794,0.8484849,0.97559994
71,1,"deepseek-v3",1.0,1.0,1.0
71,2,"deepseek-v3",0.1656802,0.5116279,0.9273081
71,3,"deepseek-v3",0.34262463,0.65486723,0.95470375
71,4,"deepseek-v3",0.56158805,0.75555557,0.96772075
71,5,"deepseek-v3",0.8265168,1.0,0.9923326
71,6,"deepseek-v3",0.416255,0.7407407,0.9553375
71,7,"deepseek-v3",0.59460354,1.0,0.9879457
71,8,"deepseek-v3",0.0,0.6666667,0.9528417
71,9,"deepseek-v3",0.42834964,0.8169014,0.96434754
72,0,"deepseek-v3",0.46610048,0.82758623,0.961407
72,1,"deepseek-v3",0.2981792,0.5625,0.93553287
72,2,"deepseek-v3",0.2462807,0.5641026,0.9519774
72,3,"deepseek-v3",0.0,0.3846154,0.93553114
72,4,"deepseek-v3",0.0,0.6315789,0.9431713
72,5,"deepseek-v3",0.629813,0.9655172,0.9740865
72,6,"deepseek-v3",0.0,0.5074627,0.921525
72,7,"deepseek-v3",0.59460354,1.0,0.9873896
72,8,"deepseek-v3",0.0,0.5,0.90948063
72,9,"deepseek-v3",0.45233762,0.86178863,0.9246171
73,0,"deepseek-v3",0.5164282,0.7164179,0.958653
73,1,"deepseek-v3",0.6997522,0.9230769,0.97961897
73,2,"deepseek-v3",0.20162086,0.52380955,0.92528933
73,3,"deepseek-v3",0.27577922,0.63793105,0.9502616
73,4,"deepseek-v3",0.6659833,0.86206895,0.98132885
73,5,"deepseek-v3",0.8423627,1.0,0.99346596
73,6,"deepseek-v3",0.2510218,0.7123288,0.9517231
73,7,"deepseek-v3",0.312394,0.9,0.9550859
73,8,"deepseek-v3",0.0,0.6666667,0.9500606
73,9,"deepseek-v3",0.18695942,0.6814815,0.94103837
74,0,"deepseek-v3",0.27712783,0.64788735,0.9518688
74,1,"deepseek-v3",0.0,0.33333334,0.90471816
74,2,"deepseek-v3",0.20162086,0.52380955,0.92622805
74,3,"deepseek-v3",0.29131278,0.677686,0.94909984
74,4,"deepseek-v3",0.55381423,0.7755102,0.9639668
74,5,"deepseek-v3",0.8423627,1.0,0.99366903
74,6,"deepseek-v3",0.12800357,0.5479452,0.9274569
74,7,"deepseek-v3",0.0,0.72,0.94852585
74,8,"deepseek-v3",0.0,0.6666667,0.9528417
74,9,"deepseek-v3",0.1754603,0.6976744,0.93731916
75,0,"deepseek-v3",1.0,1.0,1.0
75,1,"deepseek-v3",0.70168793,0.90909094,0.9937474
75,2,"deepseek-v3",0.0,0.1891892,0.8382471
75,3,"deepseek-v3",0.27285302,0.6666667,0.9342762
75,4,"deepseek-v3",0.66270256,0.8148148,0.97556686
75,5,"deepseek-v3",0.8423627,1.0,0.9931791
75,6,"deepseek-v3",0.3131857,0.7529412,0.9612935
75,7,"deepseek-v3",0.59460354,1.0,0.9879457
75,8,"deepseek-v3",0.0,0.6666667,0.9528417
75,9,"deepseek-v3",0.23866911,0.71428573,0.9504696
76,0,"deepseek-v3",0.117685184,0.3243243,0.9107592
76,1,"deepseek-v3",1.0,1.0,0.9999998
76,2,"deepseek-v3",0.23680103,0.61538464,0.93427706
76,3,"deepseek-v3",0.2470365,0.5736434,0.9302868
76,4,"deepseek-v3",0.6164266,0.7826087,0.9730417
76,5,"deepseek-v3",0.28859523,0.71428573,0.9565812
76,6,"deepseek-v3",0.3993382,0.8,0.9633344
76,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
76,8,"deepseek-v3",0.0,0.6666667,0.9528417
76,9,"deepseek-v3",0.14438064,0.5,0.8871337
77,0,"deepseek-v3",0.6187298,0.83116883,0.97224385
77,1,"deepseek-v3",0.5877284,0.9,0.9801069
77,2,"deepseek-v3",0.13237888,0.5116279,0.92951185
77,3,"deepseek-v3",0.43071344,0.7258065,0.9617738
77,4,"deepseek-v3",0.78666633,0.9777778,0.9908968
77,5,"deepseek-v3",1.0,1.0,1.0000001
77,6,"deepseek-v3",0.5994841,0.9318182,0.98155797
77,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
77,8,"deepseek-v3",0.0,0.6666667,0.9528417
77,9,"deepseek-v3",0.2723321,0.768,0.9481944
78,0,"deepseek-v3",0.557219,0.85714287,0.97383314
78,1,"deepseek-v3",0.35084397,0.8,0.9666469
78,2,"deepseek-v3",0.2813846,0.57894737,0.93410856
78,3,"deepseek-v3",0.27455023,0.7154471,0.9498891
78,4,"deepseek-v3",0.6750915,0.8372093,0.9731208
78,5,"deepseek-v3",0.38148716,0.7906977,0.94279134
78,6,"deepseek-v3",0.26729915,0.8192771,0.9550744
78,7,"deepseek-v3",0.59460354,1.0,0.9879457
78,8,"deepseek-v3",0.0,0.6666667,0.9528417
78,9,"deepseek-v3",0.19458628,0.78899086,0.9501231
79,0,"deepseek-v3",0.6325544,0.875,0.9755324
79,1,"deepseek-v3",0.0,0.27586207,0.88389206
79,2,"deepseek-v3",0.22396173,0.58536583,0.93365246
79,3,"deepseek-v3",0.41620448,0.73015875,0.96072316
79,4,"deepseek-v3",0.71789706,0.8627451,0.9795781
79,5,"deepseek-v3",0.8423627,1.0,0.9923278
79,6,"deepseek-v3",0.17095812,0.7529412,0.9520466
79,7,"deepseek-v3",0.59460354,1.0,0.9879457
79,8,"deepseek-v3",0.0,0.6666667,0.9528417
79,9,"deepseek-v3",0.24868664,0.6481481,0.9226028
80,0,"deepseek-v3",0.742946,0.93670887,0.98433775
80,1,"deepseek-v3",1.0,1.0,1.0
80,2,"deepseek-v3",0.18957952,0.55813956,0.9317956
80,3,"deepseek-v3",0.4045856,0.7733333,0.9629925
80,4,"deepseek-v3",0.61806875,0.84615386,0.9763759
80,5,"deepseek-v3",0.8555262,1.0,0.9930468
80,6,"deepseek-v3",0.31952587,0.7906977,0.9610447
80,7,"deepseek-v3",0.4556162,0.95652175,0.97827655
80,8,"deepseek-v3",0.0,0.6666667,0.95133424
80,9,"deepseek-v3",0.25370067,0.71428573,0.9428847
81,0,"deepseek-v3",0.5889,0.85714287,0.9731995
81,1,"deepseek-v3",0.35738802,0.8,0.9734447
81,2,"deepseek-v3",0.1587747,0.5365854,0.9293364
81,3,"deepseek-v3",0.59903795,0.8333333,0.96502817
81,4,"deepseek-v3",0.07522401,0.2,0.87333584
81,5,"deepseek-v3",0.8423627,1.0,0.9931791
81,6,"deepseek-v3",0.4149935,0.82222223,0.97267395
81,7,"deepseek-v3",0.4556162,0.95652175,0.97840005
81,8,"deepseek-v3",0.0,0.7692308,0.9586556
81,9,"deepseek-v3",0.24484698,0.75,0.9387653
82,0,"deepseek-v3",0.53562886,0.75,0.9633211
82,1,"deepseek-v3",0.5706746,0.90909094,0.979333
82,2,"deepseek-v3",0.1656802,0.5116279,0.9273081
82,3,"deepseek-v3",0.6701128,0.9361702,0.970103
82,4,"deepseek-v3",0.51279444,0.75555557,0.9588744
82,5,"deepseek-v3",0.8423627,1.0,0.99366903
82,6,"deepseek-v3",0.0,0.17777778,0.85950786
82,7,"deepseek-v3",0.40880644,0.95652175,0.972503
82,8,"deepseek-v3",0.0,0.7692308,0.9586556
82,9,"deepseek-v3",0.15644202,0.58715594,0.9138255
83,0,"deepseek-v3",0.10584902,0.36923078,0.9190095
83,1,"deepseek-v3",0.7778111,0.9411765,0.98603094
83,2,"deepseek-v3",0.18957952,0.55813956,0.9304432
83,3,"deepseek-v3",0.51179713,0.7924528,0.9591999
83,4,"deepseek-v3",0.71789706,0.8627451,0.97861415
83,5,"deepseek-v3",0.8423627,1.0,0.9931791
83,6,"deepseek-v3",0.0,0.12307692,0.8604177
83,7,"deepseek-v3",0.7419447,1.0,0.9939598
83,8,"deepseek-v3",0.0,0.6666667,0.9528417
83,9,"deepseek-v3",0.1626426,0.5522388,0.9048566
84,0,"deepseek-v3",0.9157104,0.9846154,0.99841624
84,1,"deepseek-v3",0.6997522,0.9230769,0.98001146
84,2,"deepseek-v3",0.19043377,0.5641026,0.9404556
84,3,"deepseek-v3",0.44466236,0.8545455,0.97452223
84,4,"deepseek-v3",0.67313886,0.89361703,0.97763985
84,5,"deepseek-v3",0.8423627,1.0,0.9923162
84,6,"deepseek-v3",0.4164152,0.8,0.9603266
84,7,"deepseek-v3",0.59460354,1.0,0.98760825
84,8,"deepseek-v3",0.0,0.6666667,0.95133424
84,9,"deepseek-v3",0.3355528,0.6837607,0.94127244
85,0,"deepseek-v3",0.7183056,0.85714287,0.9873511
85,1,"deepseek-v3",0.3941005,0.72727275,0.9591899
85,2,"deepseek-v3",0.0,0.2857143,0.8748171
85,3,"deepseek-v3",0.36258578,0.62222224,0.9525096
85,4,"deepseek-v3",0.32998955,0.5294118,0.9277374
85,5,"deepseek-v3",0.8555262,1.0,0.9922748
85,6,"deepseek-v3",0.18783967,0.56,0.92029554
85,7,"deepseek-v3",0.28256774,0.85714287,0.96825105
85,8,"deepseek-v3",0.0,0.6666667,0.95133424
85,9,"deepseek-v3",0.37689435,0.7288136,0.9493536
86,0,"deepseek-v3",0.6075487,0.8764045,0.9779031
86,1,"deepseek-v3",0.5877284,0.9,0.9801069
86,2,"deepseek-v3",0.2813846,0.57894737,0.93410856
86,3,"deepseek-v3",0.39546412,0.754717,0.9688208
86,4,"deepseek-v3",1.0,1.0,1.0
86,5,"deepseek-v3",0.8423627,1.0,0.9931791
86,6,"deepseek-v3",0.53879154,0.84090906,0.977048
86,7,"deepseek-v3",0.27901593,0.85714287,0.9675128
86,8,"deepseek-v3",0.45480192,0.85714287,0.9705667
86,9,"deepseek-v3",0.26370904,0.71028036,0.9425704
87,0,"deepseek-v3",0.13376144,0.45070422,0.93000233
87,1,"deepseek-v3",0.79465485,0.9444444,0.98787206
87,2,"deepseek-v3",0.17442156,0.54545456,0.9268449
87,3,"deepseek-v3",0.5218909,0.815534,0.95141214
87,4,"deepseek-v3",0.6450925,0.8,0.970983
87,5,"deepseek-v3",0.8423627,1.0,0.99346596
87,6,"deepseek-v3",0.19632372,0.65789473,0.9517045
87,7,"deepseek-v3",0.4556162,0.95652175,0.97770184
87,8,"deepseek-v3",0.0,0.1923077,0.8848826
87,9,"deepseek-v3",0.0,0.21359223,0.85444444
88,0,"deepseek-v3",0.5228122,0.75,0.96404386
88,1,"deepseek-v3",0.59694916,0.8888889,0.99327046
88,2,"deepseek-v3",0.1604756,0.53333336,0.9283377
88,3,"deepseek-v3",0.3472942,0.72868216,0.9469964
88,4,"deepseek-v3",0.6748913,0.8076923,0.9761443
88,5,"deepseek-v3",0.8423627,1.0,0.9931791
88,6,"deepseek-v3",0.21322826,0.7160494,0.950957
88,7,"deepseek-v3",0.59460354,1.0,0.9879457
88,8,"deepseek-v3",0.0,0.6666667,0.9528417
